date,temple_id,year,day_of_week,is_weekend,month,day_of_year,festival_flag,festival_weight,festival_tier,is_extraordinary,is_school_holiday,is_pournami,is_pradosham,cross_temple_effect,google_trends,parking_count,annadhanam_count,prasadam_volume,mobile_congestion,tnstc_bus_ratio,weather_score,temple_base,temple_fest_mult,highway_boost,ticket_count,undercount_ratio,true_footfall
2022-04-05,5,2022,1,0,4,95,0,0.0,1,0,1,0,0,0.0,53.89,2635,3638,6367,69.17,1.0,5.85,9000,3.9,1.1,8015,0.6936,11556
2022-04-06,1,2022,2,0,4,96,0,0.0,1,0,1,0,0,0.0,55.47,4444,7123,11788,73.88,1.0,5.77,15000,4.2,1.15,14243,0.7236,19685
2022-04-06,2,2022,2,0,4,96,0,0.0,1,0,1,0,0,0.0,56.95,1928,3296,5267,72.93,1.0,5.17,8000,3.5,1.08,5982,0.6628,9027
2022-04-06,3,2022,2,0,4,96,0,0.0,1,0,1,0,0,0.0,56.23,2655,4441,6593,67.53,1.0,5.16,10000,3.8,1.2,8307,0.6909,12024
2022-04-06,4,2022,2,0,4,96,0,0.0,1,0,1,0,0,0.0,68.39,3332,4882,8738,69.38,1.0,5.36,12000,4.5,1.12,11094,0.7644,14515
2022-04-06,5,2022,2,0,4,96,0,0.0,1,0,1,0,0,0.0,55.7,2199,3577,6031,66.07,1.0,3.31,9000,3.9,1.1,7800,0.7453,10467
2022-04-07,1,2022,3,0,4,97,0,0.0,1,0,1,0,0,0.0,67.27,3675,6029,9951,70.13,1.0,5.96,15000,4.2,1.15,12981,0.7103,18276
2022-04-07,2,2022,3,0,4,97,0,0.0,1,0,1,0,0,0.0,54.09,2128,3506,6258,68.73,1.0,5.09,8000,3.5,1.08,7775,0.7687,10115
2022-04-07,3,2022,3,0,4,97,0,0.0,1,0,1,0,0,0.0,62.9,2825,4911,8381,75.33,1.0,6.38,10000,3.8,1.2,10961,0.7781,14089
2022-04-07,4,2022,3,0,4,97,0,0.0,1,0,1,0,0,0.0,60.44,3204,4674,7157,70.42,1.0,3.62,12000,4.5,1.12,10167,0.7175,14170
2022-04-07,5,2022,3,0,4,97,0,0.0,1,0,1,0,0,0.0,58.41,2633,4807,6327,72.17,1.0,4.3,9000,3.9,1.1,8132,0.6771,12010
2022-04-08,1,2022,4,0,4,98,0,0.0,1,0,1,0,0,0.0,59.4,6127,10050,15680,85.8,1.0,6.1,15000,4.2,1.15,20763,0.7654,27126
2022-04-08,2,2022,4,0,4,98,0,0.0,1,0,1,0,0,0.0,62.42,3196,4294,7153,85.47,1.0,4.65,8000,3.5,1.08,10158,0.7391,13744
2022-04-08,3,2022,4,0,4,98,0,0.0,1,0,1,0,0,0.0,61.37,3821,5452,9313,83.27,1.0,5.44,10000,3.8,1.2,12381,0.7439,16643
2022-04-08,4,2022,4,0,4,98,0,0.0,1,0,1,0,0,0.0,60.29,3652,6709,10805,76.54,1.0,5.29,12000,4.5,1.12,12933,0.7326,17655
2022-04-08,5,2022,4,0,4,98,0,0.0,1,0,1,0,0,0.0,62.87,3013,5226,7498,80.1,1.0,3.94,9000,3.9,1.1,10080,0.7152,14094
2022-04-09,1,2022,5,1,4,99,0,0.0,1,0,1,0,0,0.0,59.6,7164,10641,20226,96.43,1.15,4.99,15000,4.2,1.15,25864,0.7518,34402
2022-04-09,2,2022,5,1,4,99,0,0.0,1,0,1,0,0,0.0,56.3,4146,5753,9928,100.0,1.15,7.25,8000,3.5,1.08,13404,0.7433,18034
2022-04-09,3,2022,5,1,4,99,0,0.0,1,0,1,0,0,0.0,57.19,5500,9640,11924,96.9,1.15,5.63,10000,3.8,1.2,18343,0.7711,23787
2022-04-09,4,2022,5,1,4,99,0,0.0,1,0,1,0,0,0.0,59.54,5836,9202,16711,98.83,1.15,5.19,12000,4.5,1.12,18455,0.679,27180
2022-04-09,5,2022,5,1,4,99,0,0.0,1,0,1,0,0,0.0,54.4,4293,6209,10577,90.7,1.15,5.8,9000,3.9,1.1,13381,0.654,20461
2022-04-10,1,2022,6,1,4,100,0,0.0,1,0,1,0,0,0.0,66.09,8382,13391,21036,100.0,1.15,4.79,15000,4.2,1.15,25632,0.6628,38671
2022-04-10,2,2022,6,1,4,100,0,0.0,1,0,1,0,0,0.0,60.04,4007,5610,9745,91.96,1.15,4.88,8000,3.5,1.08,13483,0.7586,17774
2022-04-10,3,2022,6,1,4,100,0,0.0,1,0,1,0,0,0.0,65.13,4857,8129,12624,94.9,1.15,4.1,10000,3.8,1.2,16255,0.7502,21669
2022-04-10,4,2022,6,1,4,100,0,0.0,1,0,1,0,0,0.0,63.86,8430,11212,20468,100.0,1.15,7.44,12000,4.5,1.12,23362,0.6564,35592
2022-04-10,5,2022,6,1,4,100,0,0.0,1,0,1,0,0,0.0,55.86,5168,8502,13455,100.0,1.15,6.7,9000,3.9,1.1,17385,0.7416,23445
2022-04-11,1,2022,0,0,4,101,0,0.0,1,0,1,0,0,0.0,61.15,4055,6023,10498,69.72,1.0,5.14,15000,4.2,1.15,13040,0.688,18954
2022-04-11,2,2022,0,0,4,101,0,0.0,1,0,1,0,0,0.0,60.14,2484,3713,5362,76.21,1.0,7.18,8000,3.5,1.08,7530,0.7081,10635
2022-04-11,3,2022,0,0,4,101,0,0.0,1,0,1,0,0,0.0,61.97,2714,5200,8217,73.9,1.0,5.99,10000,3.8,1.2,9549,0.7177,13305
2022-04-11,4,2022,0,0,4,101,0,0.0,1,0,1,0,0,0.0,62.73,3555,6293,8234,73.25,1.0,5.94,12000,4.5,1.12,11868,0.7499,15827
2022-04-11,5,2022,0,0,4,101,0,0.0,1,0,1,0,0,0.0,50.82,2639,4281,7238,70.77,1.0,4.47,9000,3.9,1.1,8135,0.6908,11777
2022-04-12,1,2022,1,0,4,102,0,0.0,1,0,1,0,0,0.0,69.45,3253,6511,8299,62.72,1.0,4.1,15000,4.2,1.15,11936,0.7349,16243
2022-04-12,2,2022,1,0,4,102,0,0.0,1,0,1,0,0,0.0,60.56,2156,3305,5700,70.43,1.0,5.83,8000,3.5,1.08,7034,0.6993,10060
2022-04-12,3,2022,1,0,4,102,0,0.0,1,0,1,0,0,0.0,60.1,2606,3553,6968,61.31,1.0,5.11,10000,3.8,1.2,9193,0.7765,11840
2022-04-12,4,2022,1,0,4,102,0,0.0,1,0,1,0,0,0.0,54.37,3870,5352,10571,79.77,1.0,6.84,12000,4.5,1.12,11915,0.6926,17205
2022-04-12,5,2022,1,0,4,102,0,0.0,1,0,1,0,0,0.0,55.46,2249,4358,5853,62.18,1.0,5.37,9000,3.9,1.1,7311,0.6708,10899
2022-04-13,1,2022,2,0,4,103,1,0.6,2,0,1,0,1,0.0,92.34,13082,27500,28234,100.0,1.2,5.7,15000,4.2,1.15,18078,0.3228,56012
2022-04-13,2,2022,2,0,4,103,1,0.6,2,0,1,0,1,0.0,94.09,5227,11968,15277,100.0,1.2,5.91,8000,3.5,1.08,5896,0.2378,24792
2022-04-13,3,2022,2,0,4,103,1,0.6,2,0,1,0,1,0.0,98.55,6763,11820,21198,100.0,1.2,6.59,10000,3.8,1.2,10652,0.3182,33479
2022-04-13,4,2022,2,0,4,103,1,0.6,2,0,1,0,1,0.0,88.22,10731,14427,27837,100.0,1.2,5.69,12000,4.5,1.12,9633,0.2081,46285
2022-04-13,5,2022,2,0,4,103,1,0.6,2,0,1,0,1,0.0,89.07,6201,8836,16606,100.0,1.2,4.49,9000,3.9,1.1,6080,0.2257,26941
2022-04-14,1,2022,3,0,4,104,1,1.0,3,0,1,1,1,0.0,100.0,18234,49588,56968,100.0,1.45,6.32,15000,4.2,1.15,17850,0.2,89251
2022-04-14,2,2022,3,0,4,104,1,1.0,3,0,1,1,1,0.0,100.0,7398,14383,25678,100.0,1.45,5.12,8000,3.5,1.08,9911,0.275,36040
2022-04-14,3,2022,3,0,4,104,1,1.0,3,0,1,1,1,0.0,100.0,9420,20219,27843,100.0,1.45,5.67,10000,3.8,1.2,13889,0.2989,46471
2022-04-14,4,2022,3,0,4,104,1,1.0,3,0,1,1,1,0.0,100.0,16962,31654,52605,100.0,1.45,6.89,12000,4.5,1.12,15828,0.2,79143
2022-04-14,5,2022,3,0,4,104,1,1.0,3,0,1,1,1,0.0,100.0,9413,21490,28042,100.0,1.45,4.48,9000,3.9,1.1,8879,0.2,44396
2022-04-15,1,2022,4,0,4,105,0,0.0,1,0,1,1,0,0.0,57.6,5085,7765,14533,78.98,1.0,4.98,15000,4.2,1.15,18006,0.7095,25381
2022-04-15,2,2022,4,0,4,105,0,0.0,1,0,1,1,0,0.0,63.05,2927,3890,6555,83.05,1.0,5.57,8000,3.5,1.08,10073,0.7781,12946
2022-04-15,3,2022,4,0,4,105,0,0.0,1,0,1,1,0,0.0,58.14,3381,6128,9244,82.57,1.0,5.66,10000,3.8,1.2,12171,0.7207,16888
2022-04-15,4,2022,4,0,4,105,0,0.0,1,0,1,1,0,0.0,60.15,4229,6427,12099,82.95,1.0,5.65,12000,4.5,1.12,14037,0.6948,20203
2022-04-15,5,2022,4,0,4,105,0,0.0,1,0,1,1,0,0.0,60.04,3178,5043,8121,74.62,1.0,4.92,9000,3.9,1.1,10321,0.7203,14329
2022-04-16,1,2022,5,1,4,106,0,0.0,1,0,1,0,0,0.0,60.57,6965,13506,16586,99.32,1.15,3.61,15000,4.2,1.15,24746,0.748,33083
2022-04-16,2,2022,5,1,4,106,0,0.0,1,0,1,0,0,0.0,54.37,4076,7228,9401,94.26,1.15,6.93,8000,3.5,1.08,13191,0.7053,18703
2022-04-16,3,2022,5,1,4,106,0,0.0,1,0,1,0,0,0.0,54.84,5088,8578,12875,98.66,1.15,5.62,10000,3.8,1.2,16349,0.7126,22943
2022-04-16,4,2022,5,1,4,106,0,0.0,1,0,1,0,0,0.0,62.23,5345,8525,14285,97.01,1.15,6.33,12000,4.5,1.12,18985,0.756,25114
2022-04-16,5,2022,5,1,4,106,0,0.0,1,0,1,0,0,0.0,56.18,4142,7330,10463,93.79,1.15,5.15,9000,3.9,1.1,13956,0.7148,19525
2022-04-17,1,2022,6,1,4,107,0,0.0,1,0,1,0,0,0.0,59.85,9935,17588,25376,100.0,1.15,5.65,15000,4.2,1.15,32666,0.7642,42747
2022-04-17,2,2022,6,1,4,107,0,0.0,1,0,1,0,0,0.0,56.76,4050,6263,12409,98.61,1.15,5.92,8000,3.5,1.08,13527,0.6743,20062
2022-04-17,3,2022,6,1,4,107,0,0.0,1,0,1,0,0,0.0,52.1,5234,9389,13815,100.0,1.15,5.54,10000,3.8,1.2,18569,0.7561,24560
2022-04-17,4,2022,6,1,4,107,0,0.0,1,0,1,0,0,0.0,68.36,6956,10429,18298,100.0,1.15,7.45,12000,4.5,1.12,24049,0.7603,31629
2022-04-17,5,2022,6,1,4,107,0,0.0,1,0,1,0,0,0.0,56.56,5563,7784,13380,100.0,1.15,6.7,9000,3.9,1.1,17633,0.7107,24811
2022-04-18,1,2022,0,0,4,108,0,0.0,1,0,1,0,0,0.0,57.71,4005,6980,10233,72.16,1.0,5.99,15000,4.2,1.15,13358,0.7193,18571
2022-04-18,2,2022,0,0,4,108,0,0.0,1,0,1,0,0,0.0,62.68,1789,3011,5062,73.31,1.0,4.64,8000,3.5,1.08,6641,0.7739,8583
2022-04-18,3,2022,0,0,4,108,0,0.0,1,0,1,0,0,0.0,61.81,2597,4970,7236,66.9,1.0,5.91,10000,3.8,1.2,8301,0.6945,11952
2022-04-18,4,2022,0,0,4,108,0,0.0,1,0,1,0,0,0.0,56.5,3537,5884,9981,71.62,1.0,6.52,12000,4.5,1.12,11295,0.6917,16330
2022-04-18,5,2022,0,0,4,108,0,0.0,1,0,1,0,0,0.0,69.07,2345,4188,5937,66.96,1.0,4.36,9000,3.9,1.1,7099,0.6779,10473
2022-04-19,1,2022,1,0,4,109,0,0.0,1,0,1,0,0,0.0,56.3,3744,6995,10072,77.86,1.0,6.52,15000,4.2,1.15,12068,0.6565,18384
2022-04-19,2,2022,1,0,4,109,0,0.0,1,0,1,0,0,0.0,51.62,2044,3825,5287,64.62,1.0,5.27,8000,3.5,1.08,7067,0.7513,9407
2022-04-19,3,2022,1,0,4,109,0,0.0,1,0,1,0,0,0.0,59.08,2339,3913,7015,69.44,1.0,5.38,10000,3.8,1.2,7515,0.66,11387
2022-04-19,4,2022,1,0,4,109,0,0.0,1,0,1,0,0,0.0,53.71,3298,5124,8281,74.1,1.0,8.49,12000,4.5,1.12,11249,0.7569,14863
2022-04-19,5,2022,1,0,4,109,0,0.0,1,0,1,0,0,0.0,62.04,2518,4010,6265,71.26,1.0,4.87,9000,3.9,1.1,7302,0.6929,10538
2022-04-20,1,2022,2,0,4,110,0,0.0,1,0,1,0,0,0.0,71.02,3640,5944,9498,62.47,1.0,5.02,15000,4.2,1.15,11455,0.671,17072
2022-04-20,2,2022,2,0,4,110,0,0.0,1,0,1,0,0,0.0,59.15,2523,3329,5406,69.48,1.0,5.97,8000,3.5,1.08,7139,0.6719,10626
2022-04-20,3,2022,2,0,4,110,0,0.0,1,0,1,0,0,0.0,63.68,2872,4757,7407,76.62,1.0,5.28,10000,3.8,1.2,8366,0.6965,12012
2022-04-20,4,2022,2,0,4,110,0,0.0,1,0,1,0,0,0.0,67.77,3125,5718,8450,67.65,1.0,4.51,12000,4.5,1.12,9168,0.6586,13920
2022-04-20,5,2022,2,0,4,110,0,0.0,1,0,1,0,0,0.0,62.19,2156,3103,5617,65.58,1.0,4.01,9000,3.9,1.1,7240,0.7663,9448
2022-04-21,1,2022,3,0,4,111,0,0.0,1,0,1,0,0,0.0,55.69,4517,8707,11483,75.1,1.0,5.35,15000,4.2,1.15,14610,0.702,20813
2022-04-21,2,2022,3,0,4,111,0,0.0,1,0,1,0,0,0.0,57.09,2426,3613,6289,73.06,1.0,4.74,8000,3.5,1.08,8083,0.7402,10921
2022-04-21,3,2022,3,0,4,111,0,0.0,1,0,1,0,0,0.0,69.06,2733,3648,6055,69.28,1.0,4.52,10000,3.8,1.2,7603,0.6532,11640
2022-04-21,4,2022,3,0,4,111,0,0.0,1,0,1,0,0,0.0,62.56,3594,5966,9381,79.59,1.0,6.05,12000,4.5,1.12,11144,0.6584,16926
2022-04-21,5,2022,3,0,4,111,0,0.0,1,0,1,0,0,0.0,62.22,2751,4210,6302,72.96,1.0,4.75,9000,3.9,1.1,8656,0.7238,11960
2022-04-22,1,2022,4,0,4,112,0,0.0,1,0,1,0,0,0.0,67.59,5338,9863,14303,87.33,1.0,5.33,15000,4.2,1.15,18524,0.7042,26307
2022-04-22,2,2022,4,0,4,112,0,0.0,1,0,1,0,0,0.0,65.88,2807,4823,6862,83.85,1.0,5.94,8000,3.5,1.08,8735,0.6592,13252
2022-04-22,3,2022,4,0,4,112,0,0.0,1,0,1,0,0,0.0,58.16,3899,6406,10103,84.5,1.0,5.41,10000,3.8,1.2,11811,0.6928,17049
2022-04-22,4,2022,4,0,4,112,0,0.0,1,0,1,0,0,0.0,63.67,4836,7422,12658,74.3,1.0,6.29,12000,4.5,1.12,15854,0.7727,20517
2022-04-22,5,2022,4,0,4,112,0,0.0,1,0,1,0,0,0.0,59.94,3474,5245,8024,81.71,1.0,4.29,9000,3.9,1.1,10160,0.6697,15172
2022-04-23,1,2022,5,1,4,113,1,0.85,3,0,1,0,0,0.0,99.66,35363,62554,107626,100.0,1.667,4.92,15000,4.2,1.15,34148,0.2139,159650
2022-04-23,2,2022,5,1,4,113,1,0.85,3,0,1,0,0,0.0,100.0,14822,31722,37281,100.0,1.667,6.91,8000,3.5,1.08,17579,0.2474,71046
2022-04-23,3,2022,5,1,4,113,1,0.85,3,0,1,0,0,0.0,100.0,19385,44097,58475,100.0,1.667,5.59,10000,3.8,1.2,22732,0.2461,92380
2022-04-23,4,2022,5,1,4,113,1,0.85,3,0,1,0,0,0.0,100.0,32177,61683,77347,100.0,1.667,5.38,12000,4.5,1.12,26837,0.2,134189
2022-04-23,5,2022,5,1,4,113,1,0.85,3,0,1,0,0,0.0,100.0,21334,55051,63232,100.0,1.667,6.08,9000,3.9,1.1,25035,0.2558,97858
2022-04-24,1,2022,6,1,4,114,0,0.0,1,0,1,0,0,0.0,59.12,8823,13296,21414,100.0,1.15,6.82,15000,4.2,1.15,26341,0.6704,39293
2022-04-24,2,2022,6,1,4,114,0,0.0,1,0,1,0,0,0.0,57.75,4214,7423,12123,100.0,1.15,5.48,8000,3.5,1.08,15242,0.7759,19645
2022-04-24,3,2022,6,1,4,114,0,0.0,1,0,1,0,0,0.0,56.11,5312,8310,13928,100.0,1.15,7.21,10000,3.8,1.2,16801,0.6542,25684
2022-04-24,4,2022,6,1,4,114,0,0.0,1,0,1,0,0,0.0,59.21,6405,9735,17663,96.77,1.15,4.98,12000,4.5,1.12,21888,0.7631,28685
2022-04-24,5,2022,6,1,4,114,0,0.0,1,0,1,0,0,0.0,50.61,4853,9270,12310,100.0,1.15,4.88,9000,3.9,1.1,15317,0.6529,23460
2022-04-25,1,2022,0,0,4,115,0,0.0,1,0,1,0,0,0.0,65.83,4223,7382,10130,73.28,1.0,4.84,15000,4.2,1.15,13629,0.7554,18042
2022-04-25,2,2022,0,0,4,115,0,0.0,1,0,1,0,0,0.0,68.42,2077,3338,5036,70.14,1.0,4.96,8000,3.5,1.08,7792,0.7769,10030
2022-04-25,3,2022,0,0,4,115,0,0.0,1,0,1,0,0,0.0,54.56,3113,5208,7072,75.96,1.0,5.32,10000,3.8,1.2,9372,0.7128,13149
2022-04-25,4,2022,0,0,4,115,0,0.0,1,0,1,0,0,0.0,62.65,3357,5723,7483,66.75,1.0,5.5,12000,4.5,1.12,11179,0.7599,14712
2022-04-25,5,2022,0,0,4,115,0,0.0,1,0,1,0,0,0.0,52.79,2932,4812,6937,78.1,1.0,6.31,9000,3.9,1.1,8693,0.6941,12525
2022-04-26,1,2022,1,0,4,116,0,0.0,1,0,1,0,0,0.0,49.49,4634,6862,10245,77.31,1.0,6.32,15000,4.2,1.15,13040,0.662,19700
2022-04-26,2,2022,1,0,4,116,0,0.0,1,0,1,0,0,0.0,63.91,2169,3741,5739,69.51,1.0,5.63,8000,3.5,1.08,6693,0.6712,9973
2022-04-26,3,2022,1,0,4,116,0,0.0,1,0,1,0,0,0.0,58.48,2609,4551,6260,71.7,1.0,6.1,10000,3.8,1.2,7770,0.6549,11864
2022-04-26,4,2022,1,0,4,116,0,0.0,1,0,1,0,0,0.0,49.85,2887,4582,8292,68.18,1.0,3.94,12000,4.5,1.12,9808,0.7052,13910
2022-04-26,5,2022,1,0,4,116,0,0.0,1,0,1,0,0,0.0,50.72,2404,4701,6954,71.88,1.0,6.68,9000,3.9,1.1,8560,0.723,11840
2022-04-27,1,2022,2,0,4,117,0,0.0,1,0,1,0,0,0.0,59.02,4285,5724,9556,74.93,1.0,4.64,15000,4.2,1.15,11947,0.6598,18109
2022-04-27,2,2022,2,0,4,117,0,0.0,1,0,1,0,0,0.0,58.11,1983,3153,5417,66.23,1.0,4.85,8000,3.5,1.08,6853,0.7729,8867
2022-04-27,3,2022,2,0,4,117,0,0.0,1,0,1,0,0,0.0,58.06,2329,4181,6246,67.77,1.0,4.59,10000,3.8,1.2,8489,0.7506,11310
2022-04-27,4,2022,2,0,4,117,0,0.0,1,0,1,0,0,0.0,62.25,3215,5280,8528,70.36,1.0,5.26,12000,4.5,1.12,10825,0.7242,14948
2022-04-27,5,2022,2,0,4,117,0,0.0,1,0,1,0,0,0.0,65.17,2657,4010,6530,75.88,1.0,6.7,9000,3.9,1.1,9200,0.7516,12241
2022-04-28,1,2022,3,0,4,118,0,0.0,1,0,1,0,1,0.0,47.77,4265,7569,11704,67.93,1.0,5.17,15000,4.2,1.15,13508,0.7087,19061
2022-04-28,2,2022,3,0,4,118,0,0.0,1,0,1,0,1,0.0,56.39,2292,3412,5260,69.7,1.0,5.71,8000,3.5,1.08,7575,0.7289,10392
2022-04-28,3,2022,3,0,4,118,0,0.0,1,0,1,0,1,0.0,59.92,2962,4162,7523,66.33,1.0,5.4,10000,3.8,1.2,9639,0.7748,12442
2022-04-28,4,2022,3,0,4,118,0,0.0,1,0,1,0,1,0.0,53.73,3937,5367,9331,78.8,1.0,5.84,12000,4.5,1.12,11956,0.7005,17068
2022-04-28,5,2022,3,0,4,118,0,0.0,1,0,1,0,1,0.0,61.25,2596,3614,5502,71.68,1.0,5.3,9000,3.9,1.1,7801,0.7194,10845
2022-04-29,1,2022,4,0,4,119,0,0.0,1,0,1,0,1,0.0,60.67,6038,8149,16448,84.36,1.0,6.28,15000,4.2,1.15,17641,0.6537,26987
2022-04-29,2,2022,4,0,4,119,0,0.0,1,0,1,0,1,0.0,56.92,2875,4729,7362,83.66,1.0,5.44,8000,3.5,1.08,9082,0.7423,12236
2022-04-29,3,2022,4,0,4,119,0,0.0,1,0,1,0,1,0.0,58.51,3603,6403,8762,83.76,1.0,5.73,10000,3.8,1.2,12075,0.7389,16342
2022-04-29,4,2022,4,0,4,119,0,0.0,1,0,1,0,1,0.0,60.59,3693,7154,10403,82.7,1.0,5.39,12000,4.5,1.12,12151,0.6755,17989
2022-04-29,5,2022,4,0,4,119,0,0.0,1,0,1,0,1,0.0,50.66,3054,4303,6941,76.83,1.0,4.79,9000,3.9,1.1,9293,0.6968,13336
2022-04-30,1,2022,5,1,4,120,0,0.0,1,0,1,0,0,0.0,60.24,7313,13954,18582,99.45,1.15,6.19,15000,4.2,1.15,23739,0.707,33576
2022-04-30,2,2022,5,1,4,120,0,0.0,1,0,1,0,0,0.0,51.29,3510,5393,8929,95.06,1.15,4.79,8000,3.5,1.08,11407,0.6718,16981
2022-04-30,3,2022,5,1,4,120,0,0.0,1,0,1,0,0,0.0,62.38,4707,8357,11981,97.75,1.15,4.42,10000,3.8,1.2,15099,0.6616,22823
2022-04-30,4,2022,5,1,4,120,0,0.0,1,0,1,0,0,0.0,58.54,5422,7166,13003,86.71,1.15,5.17,12000,4.5,1.12,15876,0.6733,23582
2022-04-30,5,2022,5,1,4,120,0,0.0,1,0,1,0,0,0.0,60.18,4958,8436,11604,100.0,1.15,5.81,9000,3.9,1.1,16463,0.7408,22225
2022-05-01,1,2022,6,1,5,121,0,0.0,1,0,1,0,0,0.0,57.3,6767,12802,16431,94.8,1.15,4.9,15000,4.2,1.15,21660,0.7089,30554
2022-05-01,2,2022,6,1,5,121,0,0.0,1,0,1,0,0,0.0,44.91,3603,4772,8004,87.73,1.15,3.98,8000,3.5,1.08,10430,0.6901,15114
2022-05-01,3,2022,6,1,5,121,0,0.0,1,0,1,0,0,0.0,51.48,3852,6986,10745,85.75,1.15,5.0,10000,3.8,1.2,13584,0.7314,18573
2022-05-01,4,2022,6,1,5,121,0,0.0,1,0,1,0,0,0.0,67.49,4602,7357,11211,78.14,1.15,4.35,12000,4.5,1.12,16759,0.7793,21506
2022-05-01,5,2022,6,1,5,121,0,0.0,1,0,1,0,0,0.0,49.68,3877,5945,10382,91.27,1.15,4.41,9000,3.9,1.1,13265,0.7464,17773
2022-05-02,1,2022,0,0,5,122,0,0.0,1,0,1,0,0,0.0,45.5,3147,5482,8381,61.49,1.0,4.57,15000,4.2,1.15,9637,0.6557,14698
2022-05-02,2,2022,0,0,5,122,0,0.0,1,0,1,0,0,0.0,63.9,1712,2544,4599,63.93,1.0,4.07,8000,3.5,1.08,5190,0.6707,7739
2022-05-02,3,2022,0,0,5,122,0,0.0,1,0,1,0,0,0.0,60.38,2220,4111,6064,66.25,1.0,4.18,10000,3.8,1.2,8228,0.7626,10790
2022-05-02,4,2022,0,0,5,122,0,0.0,1,0,1,0,0,0.0,63.75,2739,4146,7136,63.41,1.0,3.54,12000,4.5,1.12,8380,0.6967,12028
2022-05-02,5,2022,0,0,5,122,0,0.0,1,0,1,0,0,0.0,52.11,1886,3139,5202,66.99,1.0,3.82,9000,3.9,1.1,5664,0.6565,8629
2022-05-03,1,2022,1,0,5,123,1,0.7,2,0,1,0,0,0.0,100.0,10705,16953,29084,100.0,1.2,4.39,15000,4.2,1.15,11593,0.2355,49222
2022-05-03,2,2022,1,0,5,123,1,0.7,2,0,1,0,0,0.0,94.26,4677,8606,12768,100.0,1.2,4.66,8000,3.5,1.08,6248,0.2776,22511
2022-05-03,3,2022,1,0,5,123,1,0.7,2,0,1,0,0,0.0,98.45,6199,14096,19768,100.0,1.2,5.4,10000,3.8,1.2,6450,0.2119,30438
2022-05-03,4,2022,1,0,5,123,1,0.7,2,0,1,0,0,0.0,97.16,7858,16486,20011,100.0,1.2,4.24,12000,4.5,1.12,11348,0.3019,37592
2022-05-03,5,2022,1,0,5,123,1,0.7,2,0,1,0,0,0.0,98.83,5238,8354,16624,100.0,1.2,4.16,9000,3.9,1.1,5269,0.204,25825
2022-05-04,1,2022,2,0,5,124,0,0.0,1,0,1,0,0,0.0,55.48,3175,4924,9177,61.12,1.0,3.97,15000,4.2,1.15,11377,0.7492,15185
2022-05-04,2,2022,2,0,5,124,0,0.0,1,0,1,0,0,0.0,54.16,1695,3201,4259,64.75,1.0,5.48,8000,3.5,1.08,5127,0.6672,7685
2022-05-04,3,2022,2,0,5,124,0,0.0,1,0,1,0,0,0.0,55.54,2221,4344,5695,62.97,1.0,4.59,10000,3.8,1.2,8165,0.7787,10486
2022-05-04,4,2022,2,0,5,124,0,0.0,1,0,1,0,0,0.0,55.4,2955,5354,7472,68.79,1.0,6.11,12000,4.5,1.12,8903,0.6735,13221
2022-05-04,5,2022,2,0,5,124,0,0.0,1,0,1,0,0,0.0,61.65,1826,2787,4586,61.52,1.0,3.11,9000,3.9,1.1,5435,0.6924,7850
2022-05-05,1,2022,3,0,5,125,0,0.0,1,0,1,0,0,0.0,54.2,3626,5571,8618,68.75,1.0,5.15,15000,4.2,1.15,12504,0.7609,16435
2022-05-05,2,2022,3,0,5,125,0,0.0,1,0,1,0,0,0.0,42.81,1709,2673,4327,67.13,1.0,4.27,8000,3.5,1.08,5629,0.7679,7331
2022-05-05,3,2022,3,0,5,125,0,0.0,1,0,1,0,0,0.0,62.8,2454,4065,5907,66.32,1.0,4.4,10000,3.8,1.2,7670,0.7317,10482
2022-05-05,4,2022,3,0,5,125,0,0.0,1,0,1,0,0,0.0,57.67,2477,4450,6548,65.23,1.0,3.94,12000,4.5,1.12,7505,0.6852,10954
2022-05-05,5,2022,3,0,5,125,0,0.0,1,0,1,0,0,0.0,51.64,2390,3404,5324,69.69,1.0,5.55,9000,3.9,1.1,7184,0.7201,9977
2022-05-06,1,2022,4,0,5,126,0,0.0,1,0,1,0,0,0.0,54.75,4295,6025,9333,68.42,1.0,2.79,15000,4.2,1.15,12475,0.6704,18610
2022-05-06,2,2022,4,0,5,126,0,0.0,1,0,1,0,0,0.0,57.39,2318,4063,6449,77.42,1.0,3.78,8000,3.5,1.08,7714,0.6841,11277
2022-05-06,3,2022,4,0,5,126,0,0.0,1,0,1,0,0,0.0,57.34,3183,5007,8011,74.8,1.0,3.43,10000,3.8,1.2,9619,0.6931,13878
2022-05-06,4,2022,4,0,5,126,0,0.0,1,0,1,0,0,0.0,54.82,3269,6024,9453,69.67,1.0,4.38,12000,4.5,1.12,12107,0.742,16318
2022-05-06,5,2022,4,0,5,126,0,0.0,1,0,1,0,0,0.0,56.11,2779,3664,6656,76.99,1.0,3.68,9000,3.9,1.1,8562,0.7353,11645
2022-05-07,1,2022,5,1,5,127,0,0.0,1,0,1,0,0,0.0,62.74,6653,10192,17697,89.29,1.15,5.27,15000,4.2,1.15,19743,0.6507,30343
2022-05-07,2,2022,5,1,5,127,0,0.0,1,0,1,0,0,0.0,58.3,3615,4800,9168,87.4,1.15,4.44,8000,3.5,1.08,11946,0.7794,15328
2022-05-07,3,2022,5,1,5,127,0,0.0,1,0,1,0,0,0.0,60.27,4028,7776,11313,89.66,1.15,5.54,10000,3.8,1.2,13986,0.7148,19568
